ano,municipio,populacao,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2011,452,19648,15.2,446.98,921.52,0.0
2012,452,19489,20.28,494.68,944.03,0.0
2013,452,19677,20.19,549.14,1011.39,0.0
2014,452,19509,40.38,602.47,1051.17,0.66
2015,452,19415,30.9,591.76,1137.08,0.45
2016,452,19292,46.65,664.24,1076.09,9.35
2017,452,19179,26.07,655.82,1356.97,10.19
2002,453,68943,4.32,67.21,619.5,0.02
2003,453,69788,8.49,72.58,689.99,0.27
2004,453,71561,4.17,39.64,659.94,0.3
2005,453,72542,5.47,98.6,698.84,0.78
2006,453,73516,13.44,115.51,755.9,1.03
2007,453,74277,11.89,127.9,817.99,1.33
2008,453,77598,15.59,152.67,858.04,0.52
2009,453,78605,12.78,158.99,859.18,0.49
2010,453,79635,12.57,187.02,888.6,0.52
2011,453,80530,18.54,212.35,974.03,0.49
2012,453,81455,6.06,250.39,1081.32,0.47
2013,453,84021,8.8,280.96,1215.04,0.2
2014,453,85024,11.31,293.1,1327.15,2.38
2015,453,85928,8.15,343.08,1489.53,0.79
2016,453,86827,17.28,380.89,1617.52,2.51
2017,453,87695,15.96,407.2,1732.3,2.78
2002,454,20601,9.85,112.5,610.86,1.36
2003,454,20868,9.79,114.67,625.0,1.17
2004,454,21429,4.86,294.62,594.71,1.25
2005,454,21739,14.48,162.3,698.31,1.85
2006,454,22047,28.78,186.11,740.95,2.27
2007,454,20214,23.83,202.97,753.61,2.79
2008,454,20866,23.68,255.92,777.66,2.28
2009,454,20934,4.71,255.55,787.98,2.66
2010,454,21366,23.38,279.68,819.28,2.35
2011,454,21486,4.63,306.21,885.11,2.02
2012,454,21587,18.3,424.04,982.24,2.16
2013,454,22108,18.71,413.6,1102.78,3.75
2014,454,22216,4.68,424.35,1232.64,1.55
2015,454,22339,17.91,482.2,1319.56,0.37
2016,454,22448,13.36,435.22,1395.55,2.58
2017,454,22557,13.3,441.6,1542.5,3.39
2002,455,26369,11.14,173.83,562.72,0.0
2003,455,26135,11.13,136.57,618.1,0.0
2004,455,25645,11.11,98.64,619.32,0.96
2005,455,25374,3.7,204.56,668.99,0.0
2006,455,25105,18.49,222.51,755.9,1.71
2007,455,26716,22.17,230.86,802.25,1.55
2008,455,27536,14.77,296.54,803.52,1.45
2009,455,27580,29.52,286.47,842.17,0.87
2010,455,27115,44.26,332.26,828.17,1.43
2011,455,27129,18.34,368.61,869.07,1.41
2012,455,27148,32.74,466.72,987.83,1.2
2013,455,27681,11.07,467.17,1111.05,2.33
2014,455,27699,25.82,504.34,1263.52,5.17
2015,455,27765,21.61,508.48,1306.53,3.58
2016,455,27806,21.58,527.79,1461.35,1.35
2017,455,27851,21.54,559.55,1586.4,1.32
2002,456,10747,0.0,170.82,446.7,0.0
2003,456,10831,9.16,106.43,467.03,0.0
2004,456,11007,0.0,415.06,478.64,0.0
2005,456,11104,0.0,117.63,492.2,0.0
2006,456,11200,0.0,130.0,526.71,0.0
2007,456,11086,0.0,148.95,566.06,0.0
2008,456,11566,8.69,185.13,566.28,0.0
2009,456,11658,0.0,194.67,612.61,0.0
2010,456,11758,0.0,212.12,635.13,0.0
2011,456,11840,16.81,214.35,697.86,0.0
2012,456,11928,0.0,257.87,734.19,0.0
2013,456,12251,8.51,295.28,839.82,0.0
2014,456,12346,0.0,360.54,877.13,0.0
2015,456,12439,0.0,486.25,971.02,0.0
2016,456,12529,7.98,385.03,1054.91,0.0
2017,456,12616,15.85,430.45,1127.66,0.0
2002,457,6406,0.0,182.09,519.15,0.87
2003,457,6486,0.0,125.96,560.16,0.07
2004,457,6656,0.0,158.85,575.86,0.0
2005,457,6749,0.0,169.08,697.19,1.49
2006,457,6843,0.0,236.85,707.07,1.12
2007,457,6762,14.54,275.3,683.1,1.94
2008,457,7137,0.0,339.99,706.36,2.11
2009,457,7224,0.0,317.88,728.3,3.01
2010,457,7156,27.92,431.01,798.79,1.6
2011,457,7234,0.0,493.04,866.85,9.3
2012,457,7304,0.0,519.21,979.4,3.39
2013,457,7519,0.0,615.43,1097.97,3.35
2014,457,7593,0.0,636.76,1192.48,2.53
2015,457,7662,26.1,714.98,1214.82,2.45
2016,457,7731,38.8,748.09,1286.26,2.18
2017,457,7797,0.0,662.77,1455.88,2.99
2002,458,14813,6.88,110.21,606.08,1.22
2003,458,14908,0.0,120.64,649.85,1.63
2004,458,15109,6.91,64.35,686.3,0.04
2005,458,15220,0.0,172.82,740.78,2.76
2006,458,15330,0.0,182.11,774.42,2.62
2007,458,14233,0.0,203.68,796.73,3.41
2008,458,14646,0.0,253.5,824.43,4.21
2009,458,14637,7.01,295.32,895.37,3.47
2010,458,14216,7.03,313.78,913.92,3.79
2011,458,14186,0.0,398.64,981.77,4.35
2012,458,14157,13.95,462.78,1140.89,3.66
2013,458,14393,0.0,544.8,1190.37,4.05
2014,458,14362,7.03,603.09,1335.99,3.04
2015,458,14365,0.0,650.71,1456.83,2.62
2016,458,14352,0.0,648.72,1591.09,2.55
2017,458,14343,0.0,655.64,1697.06,6.04
2002,459,48505,8.31,152.5,903.59,2.94
2003,459,49338,14.32,192.1,941.93,9.24
2004,459,51086,14.11,44.29,964.0,0.6
2005,459,52054,29.78,303.16,974.19,25.35
2006,459,53015,19.56,367.56,1062.15,0.02
2007,459,52235,21.2,542.01,1120.64,1.75
2008,459,53989,22.79,714.99,1210.54,4.5
2009,459,54689,13.1,563.48,1267.85,2.91
2010,459,54179,20.29,609.02,1261.4,4.41
2011,459,54795,23.61,617.9,1438.09,1.96
2012,459,55353,23.19,440.58,1627.98,0.05
2013,459,57021,29.51,640.34,1922.46,139.25
2014,459,57624,31.35,689.03,2079.77,4.1
2015,459,58182,25.78,654.61,2206.99,4.81
2016,459,58729,25.54,701.39,2143.75,2.96
2017,459,59259,32.06,926.26,2274.25,3.0
2002,460,4425,0.0,269.48,493.73,0.19
2003,460,4426,0.0,181.35,498.76,1.1
2004,460,4428,46.03,2614.4,424.31,107.72
2005,460,4428,46.25,219.77,568.36,1.37
2006,460,4429,23.24,268.13,656.68,4.1
2007,460,4278,70.05,298.79,705.91,1.94
2008,460,4401,0.0,338.07,722.51,5.64
2009,460,4394,0.0,600.45,762.87,4.19
2010,460,4219,23.7,435.33,769.63,2.64
2011,460,4203,23.68,492.15,891.77,3.6
2012,460,4189,23.59,626.98,971.67,1.05
2013,460,4250,0.0,664.3,1092.17,1.36
2014,460,4234,0.0,687.3,1190.22,4.38
2015,460,4230,23.64,688.67,1239.8,4.96
2016,460,4220,23.7,754.36,1410.74,4.11
2017,460,4212,23.74,748.32,1448.98,4.18
2002,461,11632,18.14,83.85,629.57,2.86
2003,461,12142,8.87,123.56,626.85,5.75
2004,461,13211,34.67,52.94,680.83,0.0
2005,461,13802,33.9,156.47,673.47,1.75
2006,461,14389,41.43,179.24,709.02,0.86
2007,461,11421,16.21,205.56,653.56,0.7
2008,461,11899,23.77,273.05,748.09,0.87
2009,461,12029,15.5,254.56,784.0,1.77
2010,461,13214,30.32,289.95,1122.14,4.06
2011,461,13396,7.43,350.27,940.65,6.15
2012,461,13594,43.58,355.42,1092.82,7.55
2013,461,14069,22.74,389.89,1203.98,6.71
2014,461,14284,22.74,392.14,1353.95,24.33
2015,461,14470,20.73,457.36,1389.87,36.89
2016,461,14658,20.47,441.94,1497.88,37.9
2017,461,14838,0.0,469.67,1526.93,45.69
2002,462,2659,0.0,406.72,498.5,0.0
2003,462,2689,0.0,241.95,556.23,0.0
2004,462,2752,0.0,590.18,509.62,15.72
2005,462,2786,0.0,346.54,574.25,0.0
2006,462,2821,0.0,377.65,660.79,0.0
2007,462,2833,0.0,443.25,656.75,0.0
2008,462,2947,0.0,467.35,627.74,0.0
2009,462,2981,0.0,446.85,710.83,0.0
2010,462,2788,0.0,651.26,676.95,6.35
2011,462,2803,0.0,984.97,757.01,6.14
2012,462,2818,0.0,726.43,877.53,7.15
2013,462,2886,0.0,904.08,1084.46,7.89
2014,462,2902,0.0,855.06,999.37,8.13
2015,462,2919,0.0,916.2,1137.15,8.93
2016,462,2934,0.0,898.59,1274.8,10.34
2017,462,2949,0.0,1027.64,1365.61,8.19
2002,463,4150,24.75,243.09,516.95,0.0
2003,463,4199,0.0,168.55,502.45,0.0
2004,463,4303,24.78,196.37,472.44,0.0
2005,463,4360,49.61,188.77,500.93,0.0
2006,463,4417,24.82,254.41,557.12,0.0
2007,463,3743,24.85,282.13,589.12,4.6
2008,463,3819,0.0,368.87,626.86,7.44
2009,463,3793,49.79,408.97,719.55,10.96
2010,463,4021,0.0,544.01,779.05,6.52
2011,463,4010,24.82,514.42,868.15,4.24
2012,463,4008,0.0,540.65,922.38,4.21
2013,463,4080,24.93,575.66,1125.01,0.45
2014,463,4078,24.93,571.73,1138.74,0.0
2015,463,4083,48.98,612.87,1208.93,0.0
2016,463,4085,0.0,560.57,1369.61,10.48
2017,463,4088,73.39,660.46,1495.3,11.8
2002,464,3366,0.0,156.42,555.5,2.32
2003,464,3401,0.0,189.12,577.19,3.81
2004,464,3472,0.0,210.58,581.87,0.0
2005,464,3512,0.0,255.66,667.79,3.38
2006,464,3551,32.29,310.61,793.91,5.42
2007,464,3100,0.0,308.72,812.96,5.55
2008,464,3171,0.0,406.87,825.28,7.42
2009,464,3156,0.0,327.83,909.03,7.39
2010,464,2968,0.0,435.4,904.59,8.77
2011,464,2943,0.0,434.44,1057.56,8.03
2012,464,2919,0.0,516.4,1234.76,6.8
2013,464,2946,0.0,610.05,1263.42,9.07
2014,464,2921,0.0,686.31,1323.09,9.67
2015,464,2907,0.0,579.57,1348.89,8.82
2016,464,2888,0.0,642.68,1396.49,7.23
2017,464,2871,0.0,696.35,1498.95,9.81
2002,465,11809,16.7,104.57,445.46,0.0
2003,465,11805,8.29,105.91,547.13,0.06
2004,465,11797,8.24,53.68,511.02,1.25
2005,465,11793,0.0,173.13,588.37,0.13
2006,465,11788,0.0,235.99,664.22,0.26
2007,465,12165,8.08,205.29,738.25,1.3
2008,465,12593,8.03,255.68,744.89,1.26
2009,465,12662,0.0,282.65,836.55,0.99
2010,465,12589,0.0,333.58,867.6,0.49
2011,465,12672,15.71,388.81,947.89,0.81
2012,465,12731,7.76,569.01,1115.32,0.09
2013,465,13038,15.86,558.73,1245.83,0.6
2014,465,13101,23.79,505.58,1458.07,0.0
2015,465,13174,22.77,499.08,1497.6,0.0
2016,465,13238,7.55,538.72,1559.92,0.0
2017,465,13302,7.52,603.94,1614.15,1.04
2002,466,6009,50.34,126.97,598.84,2.83
2003,466,6160,0.0,148.13,643.35,1.81
2004,466,6476,16.01,235.56,535.94,0.0
2005,466,6650,15.65,216.0,930.73,3.35
2006,466,6824,15.29,249.08,666.74,3.55
2007,466,6338,29.87,282.99,643.5,3.22
2008,466,6625,14.6,271.51,727.58,4.32
2009,466,6715,14.26,360.06,743.15,4.08
2010,466,7173,13.94,309.11,823.87,3.93
2011,466,7287,0.0,394.68,930.38,3.95
2012,466,7398,13.34,468.69,1043.53,2.9
2013,466,7660,13.94,494.13,1229.43,4.55
2014,466,7781,13.94,620.49,1300.6,5.61
2015,466,7884,12.68,549.86,1482.29,4.01
2016,466,7989,37.55,585.87,1931.53,3.44
2017,466,8090,0.0,627.11,1834.95,8.31
2002,467,7344,13.81,147.74,687.04,0.0
2003,467,7464,0.0,132.42,585.17,0.0
2004,467,7716,13.52,138.64,544.05,1.79
2005,467,7855,13.38,152.5,663.48,0.04
2006,467,7993,0.0,164.78,744.83,0.0
2007,467,7436,39.3,196.33,730.01,1.04
2008,467,7742,38.89,277.37,720.16,1.0
2009,467,7802,25.66,310.88,731.88,6.12
2010,467,7880,0.0,385.4,811.53,4.07
2011,467,7935,12.54,505.44,844.44,6.22
2012,467,7994,0.0,516.14,949.74,9.7
2013,467,8210,0.0,525.85,1086.79,2.95
2014,467,8273,38.1,551.29,1061.18,3.55
2015,467,8336,0.0,580.27,1166.57,5.59
2016,467,8395,35.73,592.22,1130.48,5.08
2017,467,8454,47.32,641.9,1493.26,2.77
2002,468,4893,41.69,230.66,619.8,0.58
2003,468,4914,0.0,212.19,696.27,0.32
2004,468,4960,0.0,223.94,616.08,0.0
2005,468,4985,21.17,281.23,1253.8,0.36
2006,468,5010,0.0,330.74,725.96,2.81
2007,468,4662,21.4,349.49,885.33,2.76
2008,468,4782,64.56,393.71,685.91,4.39
2009,468,4772,0.0,409.43,859.61,1.78
2010,468,4595,87.05,452.62,942.59,2.5
2011,468,4576,0.0,558.18,956.76,0.02
2012,468,4558,21.68,703.19,1040.08,0.0
2013,468,4622,21.76,646.82,1106.89,0.0
2014,468,4603,0.0,678.55,1288.81,0.63
2015,468,4596,0.0,702.09,1390.04,3.13
2016,468,4583,0.0,718.05,1469.33,4.9
2017,468,4573,43.74,734.8,1509.09,2.6
2002,469,25526,32.18,115.55,823.81,1.64
2003,469,26167,27.75,139.41,888.8,1.81
2004,469,27514,39.08,45.88,849.44,0.07
2005,469,28259,34.67,166.31,878.93,1.95
2006,469,28998,22.79,188.77,906.4,2.07
2007,469,25627,29.95,237.91,969.83,2.08
2008,469,26631,44.3,247.38,999.19,2.51
2009,469,26862,14.56,256.3,1082.68,1.31
2010,469,27856,21.54,329.75,1123.96,1.23
2011,469,28141,49.52,344.1,1171.21,1.59
2012,469,28417,55.59,408.3,1285.58,1.26
2013,469,29261,64.62,457.45,1375.12,1.4
2014,469,29559,28.72,428.89,1531.27,2.5
2015,469,29837,60.33,439.28,1618.65,2.52
2016,469,30108,59.78,464.39,1731.22,2.92
2017,469,30372,36.22,545.62,1865.02,3.64
2002,470,3639,55.74,190.04,676.4,7.27
2003,470,3637,0.0,171.5,667.85,8.18
2004,470,3634,28.3,1062.15,507.4,11.5
2005,470,3632,0.0,170.53,538.02,6.16
2006,470,3630,86.22,198.41,819.24,5.12
2007,470,3467,0.0,372.25,673.84,6.69
2008,470,3540,58.4,268.44,792.19,2.12
2009,470,3526,58.87,320.34,751.93,3.91
2010,470,3371,0.0,416.0,802.93,5.23
2011,470,3349,0.0,407.28,835.93,5.25
2012,470,3329,89.05,543.52,940.38,4.42
2013,470,3369,59.35,597.83,966.87,3.72
2014,470,3347,29.67,550.45,2091.49,2.41
2015,470,3337,0.0,574.82,2473.46,3.23
2016,470,3322,60.2,665.75,2682.26,4.84
2017,470,3309,60.45,716.01,2958.64,6.39
2002,471,12611,0.0,144.97,714.73,0.0
2003,471,12744,7.9,120.05,907.09,0.0
2004,471,13025,0.0,61.94,820.29,1.96
2005,471,13180,0.0,315.4,805.16,0.0
2006,471,13334,7.7,338.16,863.13,0.0
2007,471,13315,0.0,324.84,974.29,0.0
2008,471,13738,7.57,362.43,1023.86,0.0
2009,471,13872,0.0,367.57,1085.81,0.0
2010,471,13435,7.44,420.57,1143.42,0.0
2011,471,13520,0.0,453.84,1280.67,0.47
2012,471,13603,7.26,461.22,1426.5,0.65
2013,471,13952,0.0,528.18,1479.61,0.21
2014,471,14041,7.44,590.65,1691.67,1.64
2015,471,14134,7.07,540.45,1715.24,1.63
2016,471,14220,7.03,610.82,2031.71,1.93
2017,471,14305,6.99,596.05,2016.18,0.4
2002,472,8084,22.56,172.77,441.04,0.0
2003,472,7844,0.0,202.96,488.03,0.02
2004,472,7341,10.95,204.39,475.6,0.0
2005,472,7063,32.35,261.18,569.91,0.0
2006,472,6786,10.63,223.24,598.08,1.11
2007,472,10270,10.47,323.2,640.03,9.74
2008,472,10819,10.32,385.02,693.96,18.37
2009,472,11037,20.34,550.82,701.3,22.48
2010,472,9977,10.02,613.33,688.38,33.79
2011,472,10085,9.87,530.76,792.76,21.17
2012,472,10188,9.69,567.59,854.72,32.4
2013,472,10494,40.08,619.75,977.0,34.16
2014,472,10605,10.02,559.71,1019.8,43.01
2015,472,10708,28.02,540.07,1076.91,46.69
2016,472,10792,27.8,776.36,1158.4,50.58
2017,472,10889,9.18,711.45,1247.59,57.72
2002,473,16699,12.08,57.97,627.27,0.0
2003,473,16889,11.98,75.45,747.51,0.0
2004,473,17286,11.88,116.66,677.31,0.15
2005,473,17506,23.57,110.45,812.32,2.4
2006,473,17725,5.85,126.29,714.52,2.64
2007,473,16430,11.6,143.83,721.29,2.67
2008,473,16963,0.0,208.37,793.97,2.49
2009,473,17017,34.28,206.53,830.91,3.74
2010,473,17639,5.67,209.24,932.61,5.05
2011,473,17742,5.61,236.85,975.06,5.11
2012,473,17843,11.07,296.6,1172.5,5.23
2013,473,18292,17.01,385.34,1343.07,6.52
2014,473,18400,5.67,357.93,1318.82,7.92
2015,473,18516,5.4,368.72,1401.17,10.59
2016,473,18621,64.44,355.78,1436.99,11.01
2017,473,18725,21.36,402.8,1468.06,7.15
2002,474,12977,7.64,110.35,585.57,0.0
2003,474,12880,30.67,135.26,703.57,0.0
2004,474,12678,15.39,99.6,441.29,0.0
2005,474,12565,30.9,222.06,594.11,0.07
2006,474,12454,15.51,197.07,725.5,0.29
2007,474,12642,7.79,192.27,733.84,0.65
2008,474,12989,15.64,169.51,659.55,0.56
2009,474,12957,23.55,163.52,902.96,0.21
2010,474,12685,7.88,206.34,882.94,0.78
2011,474,12646,7.87,270.34,831.4,0.26
2012,474,12609,7.83,301.07,912.03,0.0
2013,474,12806,0.0,351.01,951.51,0.9
2014,474,12766,7.88,339.66,1067.48,0.0
2015,474,12759,15.68,299.88,1163.73,0.0
2016,474,12738,15.7,364.56,1164.97,0.0
2017,474,12721,7.86,424.11,1228.35,0.0
2002,475,31544,0.0,193.57,967.61,0.0
2003,475,32184,3.2,122.75,965.33,0.73
2004,475,33529,12.64,50.84,954.56,0.0
2005,475,34273,24.97,204.93,1019.8,7.48
2006,475,35011,43.19,217.1,1114.03,6.26
2007,475,33569,18.29,212.4,1103.29,7.4
2008,475,34789,30.14,246.63,1552.48,2.31
2009,475,35233,41.71,218.28,1211.07,5.65
2010,475,32973,29.45,285.2,1185.88,20.52
2011,475,34295,43.53,373.58,1284.41,0.28
2012,475,34624,42.77,444.66,1462.13,0.0
2013,475,35643,35.34,414.6,1580.18,0.62
2014,475,35997,38.29,450.38,1730.08,1.64
2015,475,36332,44.04,480.36,1919.56,1.49
2016,475,36657,27.28,481.58,2227.27,4.12
2017,475,36971,35.16,507.88,2209.01,5.44
2002,476,3855,26.15,169.69,823.81,1.08
2003,476,3863,0.0,198.19,824.27,2.08
2004,476,3879,26.24,1108.01,736.95,43.62
2005,476,3888,0.0,250.31,687.84,3.01
2006,476,3897,0.0,306.39,781.56,4.43
2007,476,3700,26.41,364.75,794.66,5.25
2008,476,3797,0.0,425.73,869.95,9.14
2009,476,3789,0.0,610.24,858.07,9.34
2010,476,3763,0.0,478.07,889.57,7.15
2011,476,3755,0.0,503.88,1005.12,8.16
2012,476,3750,0.0,613.28,1135.91,8.04
2013,476,3814,0.0,569.92,1281.19,5.93
2014,476,3808,0.0,701.84,1365.16,5.27
2015,476,3810,26.24,776.24,1403.43,4.1
2016,476,3809,0.0,675.91,1505.59,3.65
2017,476,3808,52.53,657.27,1522.0,5.2
2002,477,6927,14.42,105.13,581.48,2.25
2003,477,6931,57.64,122.49,593.92,2.54
2004,477,6941,0.0,329.25,584.07,0.0
2005,477,6946,43.15,159.44,712.58,1.79
2006,477,6952,100.59,181.78,787.54,1.93
2007,477,6869,86.16,196.44,860.61,2.14
2008,477,7061,0.0,217.01,764.92,2.31
2009,477,7069,14.34,218.26,932.17,2.42
2010,477,6974,0.0,278.98,795.77,2.11
2011,477,6981,14.26,300.45,866.4,3.31
2012,477,6985,14.14,362.67,1008.76,3.09
2013,477,7122,43.0,409.52,1200.04,1.42
2014,477,7127,0.0,395.57,1191.97,2.44
2015,477,7143,0.0,374.95,1345.42,3.43
2016,477,7153,0.0,404.49,1429.26,2.22
2017,477,7165,27.91,389.94,1521.6,2.77
2002,478,3103,0.0,325.76,536.98,4.58
2003,478,3133,0.0,333.46,502.24,6.41
2004,478,3197,0.0,255.25,526.23,4.97
2005,478,3232,0.0,362.77,246.88,5.0
2006,478,3267,0.0,435.64,659.35,5.5
2007,478,3248,0.0,476.7,642.05,5.28
2008,478,3367,0.0,594.16,609.76,7.76
2009,478,3398,29.39,578.08,743.03,4.62
2010,478,3444,0.0,704.27,768.69,0.0
2011,478,3475,0.0,870.4,895.81,0.0
2012,478,3506,0.0,1216.81,996.1,0.0
2013,478,3605,0.0,1009.51,1183.2,0.0
2014,478,3637,0.0,1025.5,1219.1,0.0
2015,478,3668,27.26,871.56,1306.89,0.0
2016,478,3698,0.0,917.34,1428.13,0.0
2017,478,3727,0.0,892.86,1519.88,0.0
2002,479,21616,9.29,107.33,753.67,2.69
2003,479,21604,27.94,96.53,768.91,2.85
2004,479,21580,0.0,53.91,670.24,0.83
2005,479,21566,32.78,126.52,651.28,2.89
2006,479,21553,32.88,143.43,775.33,1.52
2007,479,20630,28.27,172.02,767.61,5.0
2008,479,21181,18.9,221.83,782.8,7.02
2009,479,21115,18.96,200.65,899.06,4.91
2010,479,21037,38.05,255.88,911.27,5.35
2011,479,20979,37.95,279.84,1023.31,9.51
2012,479,20934,4.72,355.79,1060.17,11.27
2013,479,21278,23.78,367.23,1224.83,4.56
2014,479,21230,33.29,359.1,1287.09,10.51
2015,479,21233,42.39,368.4,1376.37,11.26
2016,479,21211,51.86,403.56,1509.54,12.24
2017,479,21195,89.64,420.56,1653.17,4.12
2002,480,6077,0.0,193.33,733.93,0.31
2003,480,5980,15.86,136.24,655.96,0.0
2004,480,5777,15.85,429.03,1012.48,10.42
2005,480,5664,0.0,203.97,749.13,0.0
2006,480,5552,31.65,225.15,788.72,0.16
2007,480,6444,31.63,230.98,999.42,0.23
2008,480,6652,47.42,280.64,759.55,0.37
2009,480,6684,47.4,311.4,841.19,0.87
2010,480,6329,31.59,371.7,882.53,2.67
2011,480,6334,15.71,399.81,892.52,0.7
2012,480,6338,62.33,313.23,942.91,0.83
2013,480,6462,0.0,469.09,1046.39,0.28
2014,480,6465,15.8,400.81,1126.16,1.36
2015,480,6480,30.86,440.4,1214.15,1.88
2016,480,6489,0.0,460.11,1431.53,1.85
2017,480,6498,0.0,505.94,1372.7,2.93
2002,481,10058,0.0,134.85,457.63,0.0
2003,481,10057,0.0,118.31,539.35,0.0
2004,481,10054,0.0,112.56,486.22,0.31
2005,481,10053,0.0,117.36,522.85,0.0
2006,481,10051,0.0,135.59,561.48,0.0
2007,481,10928,0.0,165.13,609.5,0.0
2008,481,10832,9.7,239.04,610.54,0.0
2009,481,10902,0.0,267.3,646.59,0.0
2010,481,10372,9.65,255.45,746.57,0.0
2011,481,10392,0.0,300.15,745.52,2.82
2012,481,10415,0.0,345.6,841.08,2.63
2013,481,10637,0.0,448.2,944.89,2.21
2014,481,10661,0.0,347.81,1043.9,1.49
2015,481,10699,18.69,440.8,1099.14,1.14
2016,481,10730,0.0,630.59,1232.12,0.49
2017,481,10760,0.0,506.91,1363.63,0.24
2002,482,6747,15.09,164.22,424.76,1.18
2003,482,6736,0.0,224.57,454.48,0.0
2004,482,6713,0.0,168.86,464.73,0.0
2005,482,6700,0.0,167.52,659.78,0.43
2006,482,6687,0.0,182.53,649.34,0.08
2007,482,6493,0.0,170.19,669.32,0.17
2008,482,6659,0.0,349.08,633.62,0.4
2009,482,6641,0.0,343.17,655.77,0.17
2010,482,6072,0.0,404.51,635.49,0.11
2011,482,6015,33.1,532.71,773.07,0.0
2012,482,5963,16.57,572.17,936.32,0.26
2013,482,6017,0.0,529.76,1084.14,1.92
2014,482,5962,0.0,577.55,1102.73,4.16
2015,482,5930,0.0,681.57,1225.63,5.59
2016,482,5889,33.96,690.47,1331.98,5.73
2017,482,5852,17.09,596.9,1373.24,7.18
2002,483,30737,16.29,87.83,515.19,0.36
2003,483,30887,16.28,104.23,548.02,0.52
2004,483,31203,19.52,46.4,550.25,0.0
2005,483,31377,9.76,161.6,608.27,1.07
2006,483,31551,16.25,160.61,610.29,2.44
2007,483,30293,3.25,207.6,728.41,0.96
2008,483,31557,25.99,278.73,636.2,0.97
2009,483,31647,12.99,275.2,793.21,0.92
2010,483,30803,16.24,302.5,740.21,1.43
2011,483,30823,12.92,416.29,846.05,2.19
2012,483,30852,9.6,382.06,949.2,3.11
2013,483,31467,16.24,468.74,1130.8,1.19
2014,483,31496,9.74,445.49,1111.33,0.95
2015,483,31578,15.83,434.72,1082.76,0.76
2016,483,31632,12.65,468.18,1112.42,1.04
2017,483,31689,18.93,512.17,1447.93,1.56
2002,484,3826,0.0,297.61,682.43,0.0
2003,484,3822,0.0,238.34,618.09,0.0
2004,484,3813,0.0,1063.72,639.71,6.09
2005,484,3809,0.0,273.91,662.84,0.0
2006,484,3804,0.0,299.85,771.34,0.0
2007,484,3602,0.0,324.5,713.52,0.0
2008,484,3684,0.0,562.34,735.87,0.0
2009,484,3665,0.0,716.47,871.01,0.0
2010,484,3840,0.0,423.16,875.23,0.0
2011,484,3840,0.0,479.86,997.62,0.0
2012,484,3841,0.0,583.61,1136.41,0.0
2013,484,3914,0.0,498.98,1141.42,0.0
2014,484,3914,0.0,568.05,1303.11,0.0
2015,484,3922,25.5,557.06,1304.96,0.0
2016,484,3926,0.0,588.82,1454.88,0.0
2017,484,3930,25.44,617.35,1519.47,0.0
2002,485,12660,7.9,121.04,422.47,0.2
2003,485,12710,7.87,178.8,508.81,0.01
2004,485,12816,0.0,75.88,512.69,0.0
2005,485,12874,7.81,197.54,642.0,0.25
2006,485,12932,0.0,226.67,830.37,0.23
2007,485,12781,7.75,221.25,861.85,0.31
2008,485,13198,15.44,344.12,777.98,0.33
2009,485,13252,7.69,228.19,674.79,0.08
2010,485,13043,15.34,300.82,734.98,0.0
2011,485,13080,30.44,318.2,800.34,0.57
2012,485,13116,7.53,310.65,947.21,0.69
2013,485,13405,15.34,373.3,1112.09,0.47
2014,485,13444,15.34,394.07,1207.13,1.31
2015,485,13499,22.22,421.28,1325.07,1.22
2016,485,13543,22.15,430.12,1317.26,1.03
2017,485,13589,7.36,524.41,1323.46,1.03
2002,486,9674,40.53,141.68,591.74,0.97
2003,486,9629,20.16,165.2,649.97,1.26
2004,486,9536,20.06,234.31,644.57,0.33
2005,486,9484,0.0,191.87,775.54,1.75
2006,486,9432,0.0,228.44,692.18,2.29
2007,486,10197,0.0,243.01,732.24,2.33
2008,486,10575,9.84,366.59,759.11,2.84
2009,486,10648,0.0,378.63,741.02,3.36
2010,486,10251,0.0,394.16,808.1,11.18
2011,486,10288,19.35,505.72,911.41,10.75
2012,486,10324,19.13,554.33,999.77,6.54
2013,486,10559,19.51,525.44,1089.47,3.32
2014,486,10598,39.02,588.94,1121.02,3.84
2015,486,10646,46.97,622.4,1244.73,6.36
2016,486,10687,28.07,680.11,1328.81,6.33
2017,486,10729,37.28,627.14,1322.04,7.43
2002,487,12462,7.85,140.52,547.87,0.96
2003,487,12454,23.3,127.73,580.8,0.8
2004,487,12437,7.69,134.44,535.95,1.04
2005,487,12428,15.22,166.05,517.01,2.31
2006,487,12418,7.53,188.56,703.04,3.26
2007,487,13000,0.0,209.3,861.76,3.5
2008,487,13418,7.39,260.81,828.46,8.01
2009,487,13502,7.31,246.11,846.84,4.95
2010,487,13800,0.0,277.43,873.74,5.55
2011,487,13910,7.15,337.92,934.59,4.88
2012,487,14009,0.0,380.64,1049.28,5.28
2013,487,14384,21.73,400.52,1206.85,9.37
2014,487,14491,0.0,387.89,1272.17,1.91
2015,487,14597,0.0,420.96,1372.56,1.56
2016,487,14698,13.61,432.82,1475.81,1.81
2017,487,14797,0.0,418.48,1555.14,0.38
2002,488,4366,0.0,215.0,17.73,1.72
2003,488,4449,0.0,304.94,439.16,1.78
2004,488,4623,23.08,431.64,402.94,4.53
2005,488,4719,22.89,371.22,1089.95,0.06
2006,488,4815,45.41,376.92,616.98,1.58
