ano,municipio,homicidio,gastos_educacao,renda_setor_formal,gastos_seguranca_publica
2014,799,19.41,360.82,1153.8,3.89
2014,800,31.88,730.7,975.97,11.74
2014,801,0.0,1036.16,2554.13,21.33
2014,803,79.07,926.95,1305.49,7.75
2014,804,13.99,273.53,1053.33,2.65
2014,806,18.55,306.05,1353.99,0.01
2014,808,0.0,556.55,1149.5,5.78
2014,809,14.48,704.05,1548.18,9.26
2014,810,31.6,296.13,1274.75,3.46
2014,811,0.0,717.34,1235.38,3.37
2014,812,34.7,786.43,1313.9,1.84
2014,813,0.0,500.86,1174.74,6.03
2014,814,9.62,380.07,1541.59,3.2
2014,816,5.57,449.71,1263.73,11.15
2014,819,11.08,468.18,1431.98,8.42
2014,820,0.0,743.53,1164.21,5.32
2014,821,25.61,345.17,1434.8,1.01
2014,823,33.22,396.33,1104.2,2.43
2014,824,17.23,424.86,2007.31,2.96
2014,825,20.53,548.45,2029.0,2.55
2014,826,36.97,582.93,1110.66,15.77
2014,827,15.47,379.48,1504.11,0.58
2014,828,0.0,808.94,1285.51,6.32
2014,829,0.0,945.44,1248.97,15.93
2014,830,9.72,461.7,1282.16,7.5
2014,831,14.7,425.84,1081.14,1.21
2014,832,0.0,411.97,1197.66,2.33
2014,835,8.94,456.31,1703.07,26.17
2014,837,30.72,410.33,1396.5,1.29
2014,838,5.23,559.01,1199.25,3.78
2014,839,5.07,390.28,1828.47,11.65
2014,841,18.02,680.55,933.76,3.29
2014,842,0.0,1365.0,1448.41,5.57
2014,843,21.33,564.03,1254.64,4.95
2014,844,43.05,524.49,2136.17,0.12
2014,845,33.23,383.47,2558.08,2.06
2014,846,0.0,906.44,1024.57,9.55
2014,847,14.69,383.45,1234.1,2.0
2014,849,0.0,406.17,1321.07,1.7
2014,850,17.67,666.66,1377.6,1.46
2014,851,28.99,397.17,1317.08,3.31
2014,853,0.0,720.07,1314.75,7.18
